id,nome,ano,sinopse,genero
165,Peaky Blinders: O Homem Imortal,2026,"Após o envolvimento do filho em um complô nazista, o gângster Tommy Shelby precisa deixar o exílio e voltar a Birmingham para salvar a família e a...",Crime
166,Marty Supreme,2025,"Marty Mauser é um jovem prodígio do tênis de mesa que tem sonhos grandiosos e estilo de jogo arrojado, mas é desacreditado pelas outras pessoas....",Drama
167,Quarteto Fantástico: Primeiros Passos,2025,"No vibrante cenário de um mundo retrofuturista inspirado nos anos 1960, a Primeira Família da Marvel é forçada a equilibrar seus papéis como...",Ficção
168,Os Rejeitados,2023,Um professor mal-humorado de uma prestigiada escola americana é forçado a cuidar de um grupo de alunos que não tem para onde ir durante as férias...,Drama
169,Davi: Nasce Um Rei,2025,"Em um reino tomado pelo medo e pela opressão, um jovem pastor de ovelhas decide enfrentar um gigante guerreiro e a escuridão que o acompanha. Com...",Animação
170,Homem de Ferro 2,2010,"Em um mundo ciente da existência do Homem de Ferro, o inventor bilionário Tony Stark sofre pressão de todos os lados para compartilhar sua...",Aventura
171,Alerta Apocalipse,2026,"Quando um fungo altamente perigoso escapa de um laboratório secreto, Robert Quinn, um ex-agente de bioterrorismo que só queria curtir a...",Terror
172,"Kagemusha, a Sombra do Samurai",1980,"Shingen, um poderoso Senhor da Guerra seriamente ferido, ordena seu clã que encontre um sósia para o substituir caso faleça - para manter a sua...",Ação
173,Five Nights at Freddy's 2,2025,"Um ano após o pesadelo sobrenatural na Freddy Fazbear's Pizza, as histórias sobre o que aconteceu ali foram distorcidas, transformando-se em uma...",Terror
174,Crepúsculo: Amanhecer - Parte 1,2011,"Um casamento, uma lua de mel e o nascimento de uma criança trazem imprevistas e chocantes consequências para Bella e Edward e para aqueles a quem...",Aventura
175,Gigantes de Aço,2011,"Em um futuro próximo, as máquinas substituem os seres humanos no ringue. As lutas de boxe, nesse contexto, acontecem entre robôs de alta...",Ação
176,Moana 2,2024,"Depois de receber um chamado inesperado de seus ancestrais navegadores, Moana vai viajar para mares distantes da Oceania, em águas perdidas em uma...",Aventura
177,Uma Batalha Após a Outra,2025,"Bob, um revolucionário fracassado, vive chapado e em um estado de paranoia, sobrevivendo isolado com Willa, sua filha espirituosa e independente....",Suspense
178,Ninfomaníaca: Volume 1,2013,"Bastante machucada e largada em um beco, Joe é encontrada por um homem mais velho, Seligman, que lhe oferece ajuda. Ele a leva para sua casa, onde...",Drama
179,A Breed Apart,2025,"Violet, uma rebelde que procura cães abandonados em uma ilha remota, se encontra em uma situação angustiante, cheia de terror e caos movido a...",Terror
180,Wicked,2024,"Elphaba é uma jovem como outra qualquer do Reino de Oz, mas incompreendida por causa de sua pele verde incomum e por ainda não ter descoberto seu...",Drama
181,Zootopia: Essa Cidade é o Bicho,2016,"Em uma cidade de animais antropomórficos, uma raposa fugitiva vigarista e um coelho policial recruta precisam trabalhar juntos para desvendar uma...",Animação
182,Bailarina: Do Universo de John Wick,2025,"Bailarina  se passa durante os eventos de ‘John Wick 3: Parabellum‘ e acompanha Eve Macarro, que está começando seu treinamento nas tradições da...",Ação
183,12 Homens e uma Sentença,1957,"Um jovem porto-riquenho é acusado do brutal crime de ter matado o próprio pai. Quando ele vai a julgamento, doze jurados se reúnem para decidir a...",Drama
184,Meu Nome é Agneta,2026,"Ansiosa por um recomeço e desempregada, Agneta aceita trabalhar como au pair na Provença, uma mudança de cenário muito bem-vinda — acompanhada de...",Comédia
185,Um Filme Minecraft,2025,Quatro desajustados são subitamente puxados por um portal misterioso ao Mundo Superior: um paraíso bizarro e cúbico que vive na base da...,Família
186,Entre sábanas,2008,"Roberto e Paula se conhecem numa boate e depois passam a noite toda juntos em um motel, onde vivem momentos intensos de paixão, amor e drama em...",Drama
187,Michael Jackson: Faking It,2023,"Um documentário em homenagem ao Rei do Pop que mostra como o legado musical inovador de Michael Jackson influenciou artistas do passado, presente...",Documentário
188,Alien: O Oitavo Passageiro,1979,"Quando a tripulação da sonda espacial Nostromo responde a um pedido de socorro vindo de um planeta inóspito, eles descobrem uma forma de vida...",Terror
189,Nossa Culpa,2025,O casamento de Jenna e Lion marca o tão esperado reencontro entre Noah e Nick após o término. A incapacidade de Nick de perdoar Noah é uma...,Romance
190,Homem de Ferro,2008,"Tony Stark é um industrial bilionário, que também é um brilhante inventor. Ao ser sequestrado ele é obrigado por terroristas a construir uma arma...",Ação
191,Hellfire,2026,Um andarilho com um passado misterioso chega a uma pequena cidade e descobre que os moradores estão sob o controle de um chefe do crime...,Ação
192,A Noiva!,2026,"Na década de 1930, Frankenstein viaja a Chicago em busca do Dr. Euphronius para ajudá-lo a criar uma companheira. Juntos, eles revivem uma jovem...",Ficção
193,Consequência,2026,"Reef Hawk, o queridinho de Hollywood desde os seis anos, não está bem. Ao descobrir um plano de extorsão ligado a um vídeo misterioso, Reef decide...",Comédia
194,Homem-Aranha: Um Novo Dia,2026,"Quatro anos se passaram desde os eventos de Sem Volta Para Casa, e Peter agora é um adulto vivendo completamente sozinho, tendo se apagado...",Ficção
195,Barbie,2023,"No mundo mágico das Barbies, ""Barbieland"", uma das bonecas começa a perceber que não se encaixa como as outras. Depois de ser expulsa, ela parte...",Comédia
196,Duna: Parte Dois,2024,A jornada de Paul Atreides continua. Ele está determinado a buscar vingança contra aqueles que destruíram sua família e seu lar. Com a ajuda de...,Ficção
197,Brilho Eterno de uma Mente sem Lembranças,2004,"Joel se surpreende ao saber que seu amor verdadeiro, Clementine, o apagou completamente de sua memória. Ele decide fazer o mesmo, mas muda de...",Ficção
198,Obsessão,2026,"Sem grandes pretensões, um romântico incurável compra um brinquedo que promete realizar desejos únicos. Ele quebra o artefato misterioso enquanto...",Terror
199,Temporada de Sangue,2025,"Um pai solteiro fará de tudo para proteger sua filha de 13 anos do mundo corrupto que a cerca, enfrentando ameaças que testam seus limites...",Ação
200,As Branquelas,2004,O que acontece quando dois atrapalhados agentes do FBI se disfarçam de princesas mega-ricas para se infiltrarem na alta sociedade? O resultado é...,Comédia
201,Divertida Mente,2015,"Quando Riley, de 11 anos, se muda para uma nova cidade, suas Emoções - Alegria, Medo, Raiva, Nojinho e Tristeza trabalham juntas para ajudá-la na...",Animação
202,Sonic 3: O Filme,2024,"Sonic, Knuckles e Tails se reúnem contra um novo e poderoso adversário, Shadow, um vilão misterioso com poderes diferentes de tudo que eles já...",Ação
203,Como Treinar o Seu Dragão,2025,"Na montanhosa Ilha de Berk, vikings e dragões são inimigos implacáveis há gerações, mas Soluço é diferente. Filho do Chefe Stoico, o Imenso, o...",Fantasia
204,SISU: Estrada da Vingança,2025,Um explosivo evento de ação sequência de SISU. Um sobrevivente de guerra retorna à casa onde sua família foi brutalmente assassinada. Ele a...,Ação
205,Bob Esponja: Em Busca da Calça Quadrada,2025,"Bob Esponja e seus amigos da Fenda do Bikini embarcam na maior aventura de suas vidas. Ao tentar provar que é grandão, ele acaba invocando o...",Aventura
206,Vingadores: Era de Ultron,2015,"Ao tentar proteger o planeta de ameaças, Tony Stark constrói um sistema de inteligência artificial que cuidaria da paz mundial. O projeto acaba...",Ação
207,Homem-Aranha: No Aranhaverso,2018,"Miles Morales é um jovem negro do Brooklyn que se tornou o Homem-Aranha inspirado no legado de Peter Parker, já falecido. Entretanto, ao visitar o...",Animação
208,Blade Runner 2049,2017,"Trinta anos após os acontecimentos do primeiro filme, um novo blade runner, o oficial K da polícia de Los Angeles, desenterra um segredo há muito...",Ficção
209,Perigosa Obsessão,2014,"No verão de 1969, o Coronel Jin Pyeong, preso em um casamento sem amor com Soo Jin, e Jong Ga Heun, a esposa sino-coreana do Capitão Kyung Woo...",Drama
210,Homem-Aranha: De Volta ao Lar,2017,"Depois de atuar ao lado dos Vingadores, chegou a hora do pequeno Peter Parker voltar para casa e para a sua vida, já não mais tão normal. Lutando...",Ação
211,"Sexo, Pudor e Lágrimas",1999,"O intelectual Carlos aparentemente não está sendo carinhoso o suficiente com Ana, sua esposa. Após muitos anos viajando, Tomas, um amigo do casal,...",Comédia
212,Maze Runner: Correr ou Morrer,2014,"Num cenário pós-apocalíptico, uma comunidade de rapazes descobre que estão presos num labirinto misterioso. Juntos, terão de descobrir como...",Ação
213,undertone,2026,A apresentadora de um popular podcast paranormal passa a ser assombrada por gravações aterrorizantes misteriosamente enviadas a ela.,Terror
214,De Volta para o Futuro,1985,"Marty McFly, um típico adolescente americano dos anos 80, acidentalmente é enviado de volta ao ano de 1955 em um carro modificado para ser uma...",Aventura
215,O Profissional,1994,Mathilda tem apenas 12 anos de idade mas já conhece o lado obscuro da vida: seu pai abusivo guarda drogas para policiais corruptos e a mãe a...,Crime
216,Batman,2022,"Em seu segundo ano de combate ao crime, Batman descobre corrupção em Gotham City que se conecta à sua própria família enquanto enfrenta um serial...",Crime
217,O Rei Leão,1994,"Mufasa, o Rei Leão, e a rainha Sarabi apresentam ao reino o herdeiro do trono, Simba. O recém-nascido recebe a bênção do sábio babuíno Rafiki, mas...",Animação
218,Michael Jackson: Chase the Truth,2019,Michael Jackson: Chase the Truth é um documentário de 2019 da Entertain Me Productions. O filme defende o cantor Michael Jackson contra as...,Documentário
219,Valente,2012,"Merida é uma arqueira talentosa e a filha obstinada do Rei Fergus e da Rainha Elinor. Determinada a seguir o seu próprio caminho, a jovem princesa...",Animação
220,Homem-Aranha,2002,"Peter Parker é um jovem estudioso que vive com seus tios, Ben e May, desde que seus pais faleceram. Peter tem dificuldade em se relacionar com...",Ação
221,Cinquenta Tons de Cinza,2015,"Anastasia Steele (Dakota Johnson) é uma estudante de literatura de 21 anos, recatada e virgem. Uma dia ela deve entrevistar para o jornal da...",Drama
222,Homem de Ferro,2008,"Tony Stark é um industrial bilionário, que também é um brilhante inventor. Ao ser sequestrado ele é obrigado por terroristas a construir uma arma...",Ação
223,Entre sábanas,2008,"Roberto e Paula se conhecem numa boate e depois passam a noite toda juntos em um motel, onde vivem momentos intensos de paixão, amor e drama em...",Drama
224,Divertida Mente,2015,"Quando Riley, de 11 anos, se muda para uma nova cidade, suas Emoções - Alegria, Medo, Raiva, Nojinho e Tristeza trabalham juntas para ajudá-la na...",Animação
225,Harry Potter e o Prisioneiro de Azkaban,2004,"É o início do terceiro ano na escola de magia e bruxaria de Hogwarts. Harry, Ron e Hermione têm muito o que aprender. Mas uma ameaça ronda a...",Aventura
226,Sua Culpa,2024,"O amor entre Noah e Nick aparenta ser inabalável, apesar das tentativas de seus pais de separá-los. Mas o emprego dele, e a entrada dela na...",Drama
227,Batman,2022,"Em seu segundo ano de combate ao crime, Batman descobre corrupção em Gotham City que se conecta à sua própria família enquanto enfrenta um serial...",Crime
228,O Castelo Animado,2004,"Sophie, uma jovem chapeleira, é transformada em uma mulher idosa por uma bruxa que entra em sua loja e a amaldiçoa. Ela encontra um mago chamado...",Fantasia
229,The Yeti,2026,"Quando um magnata do petróleo e um famoso aventureiro desaparecem no rigoroso inverno do remoto norte do Alasca, uma equipe de resgate selecionada...",Terror
230,O Profissional,1994,Mathilda tem apenas 12 anos de idade mas já conhece o lado obscuro da vida: seu pai abusivo guarda drogas para policiais corruptos e a mãe a...,Crime
231,Diário de uma Paixão,2004,"Na década de 40, o operário Noah Calhoun e a rica Allie estão desesperadamente apaixonados, mas os pais da jovem não aprovam o namoro. Quando Noah...",Romance
232,Tróia,2004,"Quando Páris, o príncipe de Troia, se apaixona por Helena, rainha de Esparta, o rei inicia uma guerra de anos entre os dois reinos. Para vencer,...",Guerra
233,De Volta para o Futuro,1985,"Marty McFly, um típico adolescente americano dos anos 80, acidentalmente é enviado de volta ao ano de 1955 em um carro modificado para ser uma...",Aventura
234,Anjos e Demônios,2009,"O professor de simbologia Robert Langdon, depois de decifrar o código DaVinci, é chamado pelo Vaticano para investigar o misterioso...",Suspense
235,Os Sete Samurais,1954,"Um bando de bandidos aterroriza os habitantes de uma pequena cidade, saqueando-os periodicamente sem piedade. Para repelir estes ataques, os...",Ação
236,Top Gun - Ases Indomáveis,1986,A escola naval de pilotos é onde o melhor dos melhores treinam para refinar suas habilidades de voo de elite. Quando o piloto Maverick é enviado...,Ação
237,A Múmia,1999,"Em 1926, um grupo de arqueólogos descobre uma tumba na cidade perdida de Hamunaptra. Dentro da tumba é encontrado o corpo de Imhotep, o sacerdote...",Aventura
238,Lilo & Stitch,2025,"Stitch, um alienígena, chega ao planeta Terra após fugir de sua prisão e tenta se passar por um cachorro para se camuflar. As coisas mudam quando...",Família
239,Operação Big Hero,2014,"O grande robô inflável está sempre a postos para cuidar de Hiro Hamada. Quando algo devastador assola a cidade, o menino prodígio, seus amigos e o...",Aventura
